bay_id,rd_seg_dsc,lat,lon
6241,Clarendon Street between Grey Street and Albert Street,-37.82203849,144.9477982
3803,Linlithgow Avenue between St Kilda Road and Alexandra Avenue,-37.80809212,144.954736
6374,Hall Street between Lorimer Street and Turner Street,-37.82031148,144.9440037
918,Station Street between Kay Street and Princes Street,-37.81423973,144.9687587
4839,Birdwood Avenue between Dallas Brooks Drive and Domain Road,-37.82884921,144.9707698
3020,Lorimer Street between Boundary Street and Ingles Street,-37.80435626,144.9577024
2002,Palmerston Street between Canning Street and Rathdowne Street,-37.8104023,144.9647729
4817,,-37.83110276,144.9669384
4188,King Street between Walsh Street and Rosslyn Street,-37.80854142,144.9591284
985,Neill Street between Princes Street and Canning Street,-37.81675309,144.9644104
2473,Anderson Street between Miller Street and Victoria Street,-37.81053175,144.9682256
5076,Dodds Street between Miles Street and Grant Street,-37.82521723,144.9697737
3014,Intersection of Lorimer Street and Boundary Street,-37.80454158,144.9577855
2477,Anderson Street between Miller Street and Victoria Street,-37.81056562,144.9681095
2413,,-37.80959173,144.9714474
649,Drummond Street between Queensberry Street and Pelham Street,-37.80866018,144.9717993
4185,Adderley Street between Hawke Street and Abbotsford Street,-37.80851569,144.9592175
2455,,-37.8103208,144.9689466
2310,Balston Street between City Road and Kavanagh Street,-37.81069422,144.9680227
5311,Graham Street between Westbourne Road and Sherwin Street,-37.82956031,144.9710351
5048,Brougham Street between Abbotsford Street and Dryburgh Street,-37.82517116,144.9703019
5145,,-37.82595194,144.9672785
5128,Domain Road between Marne Street and Walsh Street,-37.82600644,144.9674361
5066,Wren Lane between Dudley Street and Rosslyn Street,-37.82533886,144.9697268
3150,Import Lane between Bourke Street and Collins Street,-37.81069267,144.9557997
3151,Import Lane between Bourke Street and Collins Street,-37.81064166,144.9557762
1354,Drummond Street between Grattan Street and Faraday Street,-37.81219995,144.9567447
5539,Lorimer Street between West Gate Bridge and Todd Road,-37.8133943,144.9829272
2907,Mills Place between Lorimer Street and South Wharf Drive,-37.80854599,144.9576952
1966,Palmerston Street between Canning Street and Rathdowne Street,-37.80896984,144.9696736
5261,,-37.81103045,144.9531308
887,Faraday Street between Canning Street and Rathdowne Street,-37.81129717,144.9675333
2936,Point Park Crescent between Lorimer Street and South Wharf Drive,-37.80779429,144.9581178
5264,Stanley Street between Chetwynd Street and King Street,-37.81086695,144.9530545
699,Cardigan Street between Keppel Street and Lytton Street,-37.81264304,144.9706997
6744,Royal Parade between MacArthur Road and Leonard Street,-37.80846385,144.9597404
4494,,-37.80868832,144.9666751
6743,Royal Parade between Ievers Street and Walker Street,-37.80842873,144.9598631
2353,Swanston Street between Elgin Street and College Crescent,-37.81319042,144.9588004
2908,Mills Place between Lorimer Street and South Wharf Drive,-37.80852425,144.9576991
3254,Station Street between Kay Street and Princes Street,-37.80702713,144.9533404
5604,Haines Street between Curzon Street and Abbotsford Street,-37.8094771,144.9741942
1416,Rathdowne Street between Neill Street and Princes Street,-37.81637598,144.9714632
6747,MacArthur Road between Royal Parade and The Avenue,-37.80852009,144.9595446
592,Drummond Street between Grattan Street and Faraday Street,-37.81397606,144.974153
3256,Station Street between Kay Street and Princes Street,-37.80697358,144.95335
3552,Saint Mangos Lane North from Docklands Drive,-37.80886394,144.9539541
3592,Royal Parade between Grattan Street and Story Street,-37.8056832,144.9493647
3526,Lorimer Street between Westgate Freeway and Hartley Street,-37.80737503,144.9591884
1141,Palmerston Street between Rathdowne Street and Drummond Street,-37.81246144,144.9595377
797,Cardigan Street between Keppel Street and Lytton Street,-37.81179375,144.9704344
4204,,-37.80877072,144.9583372
4314,Moubray Street between St Kilda Road and Punt Road,-37.80921329,144.9560849
2444,,-37.80999153,144.9700817
6111,Hardiman Street between Bent Street and Albermarle Street,-37.81931717,144.9455934
5893,Benjamin Street between Story Street and Morrah Street,-37.8028622,144.9669359
2450,,-37.81026941,144.9691207
3804,Birdwood Avenue between Dallas Brooks Drive and Domain Road,-37.80806758,144.9547247
4350,Lansdowne Street between Cathedral Place and Albert Street,-37.80804515,144.9540396
5314,Lorimer Street between West Gate Bridge and Todd Road,-37.82939816,144.9710347
5040,Douglas Street between Turner Street and Cook Street,-37.82843564,144.9662811
5354,Clarendon Street between Hotham Street and Gipps Street,-37.82486982,144.9612077
1097,Elgin Street between Canning Street and Rathdowne Street,-37.81618076,144.9612414
4830,Lansdowne Street between Albert Street and Victoria Parade,-37.83126819,144.9663737
4389,Hawke Street between Ireland Street and Spencer Street,-37.8076938,144.9526429
2438,,-37.80992493,144.9703092
3987,Morrah Street between Royal Parade and Fitzgibbon Street,-37.8040754,144.9539671
5260,,-37.81110016,144.9531633
2445,,-37.809999,144.9700562
3550,Docklands Drive between Pearl River Road and Docklands Drive,-37.80882487,144.95409
2411,,-37.80957738,144.9714964
2534,Queensberry Street between Munster Terrace and Laurens Street,-37.81318801,144.9591572
6122,Macaulay Road between Albermarle Street and Eastwood Street,-37.819528,144.9448645
752,Faraday Street between Lygon Street and Cardigan Street,-37.81543357,144.9721146
635,Victoria Street between Leveson Street and Errol Street,-37.80873508,144.9717083
3920,St Kilda Road between Slater Street and Armadale Street,-37.80469659,144.9553574
1028,Cardigan Street between Keppel Street and Lytton Street,-37.81327121,144.9600349
5688,Salmon Street between Turner Street and Lorimer Street,-37.81008007,144.9798815
6057,Chapman Street between Errol Street and Harker Street,-37.82115756,144.9438541
3163,Waterview Walk between Bourke Street and Batmans Hill Drive,-37.81009196,144.9555248
2689,Bourke Street between Russell Street and Swanston Street,-37.80357973,144.9496251
5693,MacAulay Road between Haines Street and Fogarty Street,-37.81011602,144.9802068
1453,Barkly Street between Canning Street and Rathdowne Street,-37.81442661,144.9740371
1399,Palmerston Street between Nicholson Street and Station Street,-37.81865397,144.9636784
5519,,-37.81453171,144.9827323
6759,Gipps Street between Powlett Street and Clarendon Street,-37.82094549,144.944194
6016,Dodds Street between Miles Street and Grant Street,-37.82055523,144.9493217
3107,Harbour Esplanade between Bourke Street and La Trobe Street,-37.80481923,144.957388
1528,Rathdowne Street between Neill Street and Princes Street,-37.81372066,144.9723026
2661,Palmerston Street between Canning Street and Rathdowne Street,-37.80441655,144.9494783
5772,Birdwood Avenue between Dallas Brooks Drive and Domain Road,-37.81203633,144.9765303
2669,Cardigan Street between Keppel Street and Lytton Street,-37.80410451,144.9495326
2690,Dodds Street between Southbank Boulevard and Grant Street,-37.80355521,144.9494394
6025,George Street between Hoddle Street and Simpson Street,-37.82148621,144.9460519
958,Cemetery Road East between College Crescent and Lygon Street,-37.81116389,144.967347
5536,Birdwood Avenue between Dallas Brooks Drive and Domain Road,-37.81355041,144.9829001
1338,Lygon Street between Elgin Street and Palmerston Street,-37.81431038,144.9574587
731,Station Street between Palmerston Street and Kay Street,-37.80863968,144.9691129
6137,Alexandra Avenue between Swan Street Bridge and Anderson Street,-37.81979385,144.9439454
815,Rathdowne Street between Neill Street and Princes Street,-37.81051489,144.9698502
3559,Harbour Esplanade between Bourke Street and La Trobe Street,-37.80894275,144.95368
1123,Palmerston Street between Rathdowne Street and Drummond Street,-37.81368347,144.9600955
8301,Dallas Brooks Drive between Domain Road and Birdwood Avenue,-37.80738136,144.9588416
4019,Tennyson Street between Bellair Street and Southey Street,-37.80514224,144.9522648
3908,Turner Street between Salmon Street and Douglas Street,-37.80515267,144.9552754
3720,Degraves Street between Royal Parade and Fitzgibbon Street,-37.80352181,144.9529788
5037,Linlithgow Avenue between St Kilda Road and Government House Drive,-37.82844809,144.966347
3829,Wells Street between Miles Street and Coventry Street,-37.80677055,144.9541299
848,Nicholson Street between Murchison Street and Faraday Street,-37.80843532,144.968896
3710,Birdwood Avenue between Dallas Brooks Drive and Domain Road,-37.80377412,144.9569207
3770,Queensberry Street between Howard Street and Chetwynd Street,-37.80827332,144.9578542
3200,Navigation Drive between Bourke Street and Collins Street,-37.80766781,144.9544162
2732,Elgin Street between Drummond Street and Lygon Street,-37.80891431,144.9608202
1790,Queensberry Street between Peel Street and Capel Street,-37.81600562,144.9573539
6110,Courtney Street between Blackwood Street and Wreckyn Street,-37.81930771,144.9456262
2446,,-37.81000655,144.9700304
3918,Park Drive between Story Street and Morrah Street,-37.80477303,144.9553436
6750,Leopold Street between Toorak Road and Domain Road,-37.8085777,144.9593446
5348,Dodds Street between Miles Street and Grant Street,-37.82531767,144.9606807
2544,Palmerston Street between Lygon Street and Keppel Street,-37.81329424,144.9587935
3203,Navigation Drive between Bourke Street and Collins Street,-37.80747621,144.9545785
3310,Station Street between Kay Street and Princes Street,-37.80974177,144.9589524
5360,Barwise Street from Laurens Street,-37.82413759,144.9620688
1740,Sturt Street between Southbank Boulevard and Grant Street,-37.81186443,144.9710311
978,Cardigan Street between Keppel Street and Lytton Street,-37.81734678,144.9646834
4713,Hardiman Street between Bent Street and Albermarle Street,-37.82546048,144.9626066
5041,Salmon Street between Turner Street and Lorimer Street,-37.82842941,144.9662482
4652,Roden Street between Railway Place and Adderley Street,-37.82545637,144.9666683
6269,Peel Street between Queensberry Street and Elizabeth Street,-37.81925514,144.948415
2653,Canning Street between Kay Street and Neill Street,-37.8047627,144.9492278
4311,Morrah Street between Fitzgibbon Street and Wimble Street,-37.80922995,144.9560185
6375,Douglas Street between Turner Street and Cook Street,-37.82026048,144.9439811
1729,Grant Street between St Kilda Road and Wells Street,-37.81173104,144.9714842
6386,Victoria Street between Curzon Street and Abbotsford Street,-37.82012666,144.944363
5781,Kings Way between Kavanagh Street and City Road,-37.8121263,144.9773535
2293,Cardigan Street between Elgin Street and Keppel Street,-37.80979545,144.9704132
6239,Simpson Street between Wellington Parade and George Street,-37.81882215,144.9469672
769,Palmerston Street between Nicholson Street and Canning Street,-37.81454334,144.9717005
6489,Oak Street between Poplar Road and Manningham Street,-37.8156659,144.9372132
6064,Sims Street between Dynon Road and Footscray Road,-37.82104865,144.9433995
6182,Barwise Street from Laurens Street,-37.81987513,144.9433517
4033,Grey Street between Powlett Street and Clarendon Street,-37.80475657,144.9523339
5643,Birdwood Avenue between Dallas Brooks Drive and Domain Road,-37.80974459,144.976808
6069,Munster Terrace between Victoria Street and Queensberry Street,-37.81868156,144.948133
6059,Sherwin Street between Graham Street and McTaggart Street,-37.8211263,144.9437236
5764,Birdwood Avenue between Dallas Brooks Drive and Domain Road,-37.81197519,144.9759723
6277,Wimble Street between Morrah Street and Park Drive,-37.81880074,144.9486107
6371,Pasley Street South between Punt Road and Pasley Street,-37.8204787,144.9440771
6372,St Kilda Road between Moubray Street and High Street,-37.82041347,144.9440489
4020,Hardiman Street between Bent Street and Albermarle Street,-37.80511896,144.952269
2667,Kavanagh Street between Power Street and Balston Street,-37.80415898,144.949523
2662,Palmerston Street between Drummond Street and Lygon Street,-37.80435064,144.9492992
5185,Lincoln Mews between Kensington Road and Devon Street,-37.81053163,144.9522622
3976,Lorimer Street between Boundary Street and Ingles Street,-37.80434592,144.953919
569,Station Street between Kay Street and Princes Street,-37.80806339,144.9713971
5636,Wimble Street between Morrah Street and Park Drive,-37.80969521,144.9763525
6044,Hotham Street between Hoddle Street and Simpson Street,-37.819809,144.951288
5515,Royal Parade between MacArthur Road and Leonard Street,-37.8147368,144.9826973
3124,Merchant Street between Bourke Street and Victoria Harbour Promenade,-37.8044574,144.957457
3103,Harbour Esplanade between Bourke Street and La Trobe Street,-37.80482893,144.9572541
5896,Queensberry Street between Howard Street and Chetwynd Street,-37.80287588,144.967061
5039,Hall Street between Lorimer Street and Turner Street,-37.82834237,144.9662422
3838,Alexandra Avenue between Swan Street Bridge and Anderson Street,-37.80656093,144.9540345
5713,Queensberry Street between Errol Street and Curzon Street,-37.81066931,144.9758752
5862,Wells Street between Miles Street and Coventry Street,-37.79843098,144.965018
1023,Cardigan Street between Keppel Street and Lytton Street,-37.8137775,144.9600102
4881,Hotham Street between Hoddle Street and Simpson Street,-37.8291362,144.9693559
5061,Hobsons Road between Kensington Road and Stock Bridge,-37.82513595,144.9700525
4298,McTaggart Street between Westbourne Road and Sherwin Street,-37.80937757,144.9560548
3135,,-37.81113419,144.9562551
1306,,-37.81834299,144.9593058
725,Faraday Street between Nicholson Street and Canning Street,-37.80928666,144.9694062
3799,Kensington Road between Altona Street and Mercantile Parade,-37.80818805,144.9547799
2427,,-37.80978257,144.9707962
4712,Speakmen Street between Stockmans Way and Smithfield Road,-37.82543972,144.9628293
2718,Dorrit Street between Grattan Street and Faraday Street,-37.80787293,144.9601307
3546,Lorimer Street between Hartley Street and Boundary Street,-37.80861228,144.954302
1307,Coventry Street between Dodds Street and Sturt Street,-37.818292,144.9592826
5755,Sims Street between Dynon Road and Footscray Road,-37.81191814,144.9764948
3548,Lorimer Street between Hartley Street and Boundary Street,-37.80878582,144.9542258
6389,Howard Street between Queensberry Street and Courtney Street,-37.81996243,144.944289
6585,Armadale Street from St Kilda Road,-37.81338309,144.9408338
3549,Docklands Drive between Pearl River Road and Docklands Drive,-37.8088051,144.9541587
1588,Sturt Street between Southbank Boulevard and Grant Street,-37.81662994,144.9629131
1358,Dorrit Street between Grattan Street and Faraday Street,-37.81208823,144.9566934
1859,Drummond Street between Victoria Street and Queensberry Street,-37.8147584,144.9574602
5336,Benjamin Street between Story Street and Morrah Street,-37.82670011,144.9676733
885,Faraday Street between Canning Street and Rathdowne Street,-37.81138739,144.9673245
1768,Dodds Street between Southbank Boulevard and Grant Street,-37.81489783,144.9612216
3320,Station Street between Palmerston Street and Kay Street,-37.81000316,144.9580284
6618,Moubray Street between St Kilda Road and Punt Road,-37.81402454,144.9416295
5309,Arden Street between Fogarty Street and Langford Street,-37.82966845,144.971035
6214,Wellington Crescent from Wellington Parade South,-37.81999902,144.9472161
723,Keppel Street between Cardigan Street and Swanston Street,-37.80937794,144.9692058
4811,Mona Place from Punt Road,-37.83029576,144.9696838
688,Drummond Street between Grattan Street and Faraday Street,-37.81365735,144.971419
3517,Palmerston Street between Rathdowne Street and Drummond Street,-37.80869893,144.9582385
3352,Kay Street between Nicholson Street and Station Street,-37.81058146,144.9564929
4237,High Street between St Kilda Road and Punt Road,-37.80934422,144.9567675
678,Rathdowne Street between Palmerston Street and Pitt Street,-37.81485662,144.9717276
7064,Manningham Street between Oak Street and Heathcote Road,-37.80451636,144.9589644
5335,Manningham Street between Southgate Street and Church Street,-37.82696653,144.9675932
6219,Leicester Street between Pelham Street and Grattan Street,-37.81962893,144.9470546
2891,Collins Street between Bourke Street and Sailmaker Way,-37.81059179,144.9585658
1739,Sturt Street between Southbank Boulevard and Grant Street,-37.81184468,144.9710987
4299,Haines Street between Abbotsford Street and Dryburgh Street,-37.80935099,144.9559962
1542,Barkly Street between Nicholson Street and Canning Street,-37.81448487,144.9697104
3087,Saint Mangos Lane North from Docklands Drive,-37.80528308,144.9572972
6178,Albermarle Street between Chelmsford Street and Hardiman Street,-37.81965062,144.9441227
5769,Clarendon Street between Wellington Parade and George Street,-37.81201309,144.9763152
3819,MacArthur Road between Royal Parade and The Avenue,-37.807259,144.954351
6474,Lorimer Street between West Gate Bridge and Todd Road,-37.81422997,144.9388327
4449,Brougham Street between Abbotsford Street and Dryburgh Street,-37.80312602,144.9502894
4343,Haines Street between Curzon Street and Abbotsford Street,-37.807488,144.958475
822,Barkly Street between Nicholson Street and Canning Street,-37.8096095,144.9694357
6186,Abbotsford Street between Provost Street and Baillie Street,-37.81994956,144.9430957
4224,Moubray Street between St Kilda Road and Punt Road,-37.80937705,144.9570585
4289,Park Street between West Coburg Tramway and Royal Parade,-37.80918752,144.9558859
5902,Fitzgibbon Street between Morrah Street and Bayles Street,-37.80289673,144.9672508
4807,Speakmen Street between Stockmans Way and Smithfield Road,-37.83023591,144.9699311
4214,Pasley Street South between Punt Road and Pasley Street,-37.80939338,144.9572033
6753,Leopold Street between Toorak Road and Domain Road,-37.82136677,144.9447426
4344,Haines Street between Curzon Street and Abbotsford Street,-37.80749831,144.9584397
6154,Domain Road between Walsh Street and Punt Road,-37.82006342,144.9430106
3798,Kensington Road between Altona Street and Mercantile Parade,-37.80821182,144.9547907
5777,Grey Street between Powlett Street and Clarendon Street,-37.81209586,144.9770746
1125,Cardigan Street between Elgin Street and Keppel Street,-37.81363641,144.9600742
6454,Linlithgow Avenue between St Kilda Road and Alexandra Avenue,-37.81985835,144.942744
1060,Nicholson Street between Kay Street and Princes Street,-37.81839907,144.9622607
5868,Intersection of Linlithgow Avenue and St Kilda Road,-37.79845882,144.9652712
6135,,-37.81977373,144.9440145
6224,Webb Lane from Berry Street,-37.81690582,144.9458927
759,Faraday Street between Drummond Street and Lygon Street,-37.81522059,144.9720163
4753,Munster Terrace between Victoria Street and Queensberry Street,-37.82488656,144.9634879
4964,Manningham Street between Oak Street and Heathcote Road,-37.82984273,144.9673579
1118,Palmerston Street between Drummond Street and Lygon Street,-37.81382424,144.9601594
4107,George Street between Powlett Street and Clarendon Street,-37.80417139,144.9509307
5367,Abbotsford Street between Provost Street and Queensberry Street,-37.81037881,144.9729422
3805,St Kilda Road between Grant Street and Wadey Street,-37.80804139,144.9547127
3514,Intersection of Rathdowne Street and Neill Street,-37.80888302,144.9582836
3115,Merchant Street between Bourke Street and Victoria Harbour Promenade,-37.8046577,144.9574187
1654,Dodds Street between Southbank Boulevard and Grant Street,-37.81280125,144.9719544
4450,Arden Street between Laurens Street and Fogarty Street,-37.80312242,144.9502574
4719,Haines Street between Abbotsford Street and Dryburgh Street,-37.82536022,144.9629226
3727,Lorimer Street between West Gate Bridge and Todd Road,-37.80254077,144.9458218
4260,Roden Street between Railway Place and Adderley Street,-37.80951059,144.9557626
3015,Intersection of Lorimer Street and Boundary Street,-37.80447676,144.9577564
2441,,-37.80995806,144.970196
3588,Royal Parade between Grattan Street and Story Street,-37.80845438,144.9523958
1765,Kavanagh Street between Power Street and Balston Street,-37.81485602,144.961366
869,Lygon Street between Lytton Street and Princes Street,-37.81341078,144.9685032
1098,Intersection of Cardigan Street and Keppel Street,-37.8161596,144.9612317
4834,George Street between Hoddle Street and Simpson Street,-37.83130988,144.9662316
4086,Park Drive between Story Street and Morrah Street,-37.8049753,144.9507893
2749,Kay Street between Station Street and Canning Street,-37.80793927,144.965996
4561,Queensberry Street between Chetwynd Street and Leveson Street,-37.83015795,144.9693399
6662,College Crescent between Swanston Street and Princes Park Drive,-37.82540533,144.9666832
4725,Kavanagh Street between Southbank Boulevard and Power Street,-37.82530117,144.9629918
5013,St Kilda Road between Grant Street and Wadey Street,-37.830236,144.965997
2750,Station Street between Kay Street and Princes Street,-37.80755928,144.965895
956,Cemetery Road East between College Crescent and Lygon Street,-37.81121091,144.9673684
594,Dorrit Street between Grattan Street and Faraday Street,-37.81387628,144.9741067
3111,Enterprize Way from Bourke Street,-37.80477356,144.9573967
4700,Linlithgow Avenue between St Kilda Road and Alexandra Avenue,-37.82558526,144.962664
5441,Acland Street between Anderson Street and Walsh Street,-37.8131688,144.9778806
5387,Park Street between West Coburg Tramway and Royal Parade,-37.81034821,144.9756509
6921,Curzon Street between Hawke Street and Miller Street,-37.82195625,144.9631413
4294,MacArthur Road between Royal Parade and The Avenue,-37.80941776,144.9560473
6896,Arden Street between Curzon Street and Abbotsford Street,-37.79525073,144.9647893
5256,Haines Street between Curzon Street and Abbotsford Street,-37.81205331,144.9513361
2680,Barkly Street between Canning Street and Rathdowne Street,-37.80382682,144.9493915
5766,Barry Street between Pelham Street and Grattan Street,-37.81199063,144.9761127
6844,,-37.7964578,144.9581696
5886,Park Street between Oak Street and West Coburg Tramway,-37.79853552,144.9651421
3719,Intersection of St Kilda Road and Government House Drive,-37.8033264,144.9529041
3009,Lorimer Street between Hartley Street and Boundary Street,-37.8048514,144.9579278
4241,Royal Parade between Grattan Street and Story Street,-37.80933104,144.9566507
6408,Brougham Street between Abbotsford Street and Dryburgh Street,-37.82037513,144.9455037
4242,Lorimer Street between West Gate Bridge and Todd Road,-37.80932779,144.9566219
5416,Park Street between West Coburg Tramway and Royal Parade,-37.8115775,144.9753801
5756,The Crescent between Mercantile Parade and Gatehouse Drive,-37.81192571,144.9765646
5468,Hall Street between Lorimer Street and Turner Street,-37.81033029,144.9783592
5887,McTaggart Street between Westbourne Road and Sherwin Street,-37.79854617,144.9652381
5417,Park Street between West Coburg Tramway and Royal Parade,-37.81151861,144.9753892
932,Palmerston Street between Rathdowne Street and Drummond Street,-37.8135074,144.9684216
2663,Canning Street between Pitt Street and Kay Street,-37.80435822,144.9494885
2717,Kay Street between Station Street and Canning Street,-37.80792273,144.9601534
2421,,-37.80967589,144.9711599
2352,Swanston Street between Elgin Street and College Crescent,-37.81335966,144.9588957
4046,Moubray Street between St Kilda Road and Punt Road,-37.80438595,144.9523992
4562,Queensberry Street between Lothian Street and Dryburgh Street,-37.83012548,144.9692045
3212,Geographe Street between Bourke Street and Keera Way,-37.80703079,144.9543749
1751,Rathdowne Street between Faraday Street and Elgin Street,-37.81239577,144.9697693
5030,Molesworth Street between Harker Street and Abbotsford Street,-37.82842451,144.966676
3175,Aurora Lane between Collins Street and Wurundjeri Way,-37.80536752,144.9562449
6131,Dryburgh Street between Queensberry Street and Arden Street,-37.81967334,144.9443593
5346,Lorimer Street between West Gate Bridge and Todd Road,-37.82539182,144.9605934
768,Palmerston Street between Nicholson Street and Canning Street,-37.81464632,144.9717486
2677,Grant Street between Wells Street and Dodds Street,-37.80389685,144.9495692
5152,,-37.8260324,144.9670024
1891,Dorcas Street between Dodds Street and Kings Way,-37.81808989,144.9627598
6610,Domain Road between Domain Street and Hope Street,-37.81435692,144.9409302
744,Kay Street between Nicholson Street and Station Street,-37.81570293,144.9722393
3617,Intersection of Morrah Street and Royal Parade,-37.80592567,144.9555572
1746,Faraday Street between Rathdowne Street and Drummond Street,-37.81230186,144.9700886
1119,Palmerston Street between Rathdowne Street and Drummond Street,-37.81380092,144.9601488
1762,Coventry Street between Dodds Street and Sturt Street,-37.8144747,144.96211
630,O'Connell Street between Victoria Street and Queensberry Street,-37.81479679,144.9747535
5318,Roden Street between Spencer Street and King Street,-37.82918129,144.9710384
5429,Henry Street between Derby Street and Altona Street,-37.81389014,144.9777615
1755,Rathdowne Street between Faraday Street and Elgin Street,-37.81221483,144.9698362
2668,Intersection of Sturt Street and Grant Street,-37.80414888,144.9493349
5590,Curzon Street between Arden Street and O'Shanassy Street,-37.80931888,144.9744505
1025,Cardigan Street between Keppel Street and Lytton Street,-37.81349615,144.9598818
1688,Barkly Street between Canning Street and Rathdowne Street,-37.81612403,144.9604581
5685,Royal Parade between Ievers Street and Park Street,-37.81005606,144.9796595
1586,Intersection of Sturt Street and Grant Street,-37.81659289,144.9630408
5671,Ingles Street between Turner Street and Lorimer Street,-37.80989153,144.9795002
1531,Cardigan Street between Faraday Street and Elgin Street,-37.81395416,144.9720599
5883,Haines Street between Abbotsford Street and Dryburgh Street,-37.79839304,144.9655137
6883,Park Street between Oak Street and West Coburg Tramway,-37.79609381,144.9646453
6376,Salmon Street between Turner Street and Lorimer Street,-37.82020943,144.9439585
1305,Intersection of Sturt Street and Grant Street,-37.81840452,144.9593341
6629,Munster Terrace between Victoria Street and Queensberry Street,-37.81367083,144.9420582
6262,George Street between Hoddle Street and Simpson Street,-37.81999936,144.9481917
842,Station Street between Kay Street and Princes Street,-37.80865071,144.9689951
4026,Barry Street between Pelham Street and Grattan Street,-37.80497981,144.952294
2675,Elgin Street between Cardigan Street and Swanston Street,-37.80394889,144.94956
1878,Grattan Street between Rathdowne Street and Drummond Street,-37.81500887,144.9565947
5724,Childers Street between Ormond Street and Kensington Road,-37.81074692,144.9765884
3870,Adderley Street between Hawke Street and Abbotsford Street,-37.80691575,144.9549643
4001,Dodds Street between Miles Street and Grant Street,-37.80616974,144.9520845
6429,George Street between Simpson Street and Powlett Street,-37.8204511,144.9460785
5725,Childers Street between Ormond Street and Kensington Road,-37.81075418,144.9766552
6053,Hobsons Road between Kensington Road and Stock Bridge,-37.8212188,144.9441095
4292,Royal Parade between Leonard Street and Walker Street,-37.80943683,144.9560439
941,Keppel Street between Cardigan Street and Swanston Street,-37.81325033,144.9683034
2694,Dryburgh Street between Victoria Street and Queensberry Street,-37.80300386,144.9440324
6121,,-37.81951188,144.9449201
2527,Little La Trobe Street between Swanston Street and Elizabeth Street,-37.81312692,144.9593663
803,Rathdowne Street between Neill Street and Princes Street,-37.81157353,144.9703338
3026,Lorimer Street between Boundary Street and Ingles Street,-37.80341088,144.9571384
1986,Balston Street between City Road and Kavanagh Street,-37.81016912,144.9657566
2558,Elgin Street between Rathdowne Street and Drummond Street,-37.81343885,144.9582977
5269,Macaulay Road between Boundary Road and Langford Street,-37.81059402,144.9529272
3496,Grattan Street between Rathdowne Street and Drummond Street,-37.8082965,144.959632
2582,Cemetery Road East between College Crescent and Lygon Street,-37.813864,144.9568028
3118,Merchant Street between Bourke Street and Victoria Harbour Promenade,-37.80459006,144.9574317
764,Swanston Street between Elgin Street and College Crescent,-37.81475903,144.9718006
3356,Elgin Street between Cardigan Street and Swanston Street,-37.80611419,144.9522126
2356,Palmerston Place between Cardigan Street and Swanston Street,-37.81329898,144.9584283
3119,Merchant Street between Bourke Street and Victoria Harbour Promenade,-37.80456773,144.9574359
1956,Palmerston Street between Canning Street and Rathdowne Street,-37.8088383,144.9703063
2432,,-37.80983613,144.9706125
774,Elgin Street between Nicholson Street and Canning Street,-37.81439207,144.9716304
2125,Pitt Street between Canning Street and Rathdowne Street,-37.80905764,144.965895
2348,Swanston Street between Elgin Street and College Crescent,-37.81328834,144.9591424
755,Barkly Street between Canning Street and Rathdowne Street,-37.81531202,144.9720583
3562,Harbour Esplanade between Bourke Street and La Trobe Street,-37.80885218,144.9534733
3602,Royal Parade between Morrah Street and Story Street,-37.80541852,144.9492407
910,Faraday Street between Canning Street and Rathdowne Street,-37.81445233,144.9688543
6400,Dryburgh Street between O'Shanassy Street and Haines Street,-37.82030819,144.9453897
1744,Faraday Street between Rathdowne Street and Drummond Street,-37.8122656,144.970217
5054,Hotham Street between Hoddle Street and Simpson Street,-37.82522687,144.9701105
5757,Turner Street between Salmon Street and Douglas Street,-37.81190422,144.9753242
2685,Swanston Street between Elgin Street and College Crescent,-37.80368581,144.9496064
5899,Altona Street between Ormond Street and Kensington Road,-37.80288624,144.9671548
5564,Intersection of Alexandra Avenue and Walsh Street,-37.81204981,144.9831535
6524,Abbotsford Street between Wood Street and Canning Street,-37.8122973,144.9361282
6490,Salmon Street between Cook Street and Turner Street,-37.81575616,144.9377271
5758,Turner Street between Salmon Street and Douglas Street,-37.81191207,144.975395
937,Cardigan Street between Faraday Street and Elgin Street,-37.81336122,144.9683542
6045,Riverside Quay between Cook Street and Southgate Avenue,-37.81982752,144.9512237
6445,Clarendon Street between Haig Street and City Road,-37.82032363,144.9429294
2313,Kavanagh Street between Power Street and Balston Street,-37.81073269,144.9678928
5763,Government House Drive between St Kilda Road and Birdwood Avenue,-37.81196723,144.9759003
5460,Gatehouse Street between Morrah Street and Bayles Street,-37.81074368,144.9782895
6620,Alexandra Avenue between Swan Street Bridge and Anderson Street,-37.81397369,144.9417641
6588,Moubray Street between St Kilda Road and Punt Road,-37.81322759,144.9407383
6036,Abbotsford Street between Ireland Street and Spencer Street,-37.82113479,144.9430166
6640,Arden Street between Chetwynd Street and Leveson Street,-37.81944631,144.9434788
6756,Baillie Street between Curzon Street and Abbotsford Street,-37.8211239,144.9442797
5385,Lorimer Street between West Gate Bridge and Todd Road,-37.81004472,144.9727275
1297,Palmerston Street between Nicholson Street and Canning Street,-37.81906102,144.9596348
1451,Owen Street between Barrup Street and Canning Street,-37.81438925,144.9741645
6606,St Kilda Road between Grant Street and Wadey Street,-37.81459068,144.9403683
3892,Grattan Street between Berkeley Street and Royal Parade,-37.80626987,144.9550797
3097,Harbour Esplanade between Bourke Street and La Trobe Street,-37.80505623,144.9573416
